,expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad
169,20054942,NESINA PIO 25 MG / 15 MG,TAKEDA S.A.S,INVIMA 2015M-0016312,09/24/2015,10/15/2020,Vigente,20054942,4,56.0,CAJA POR 56 TABLETAS ENVASADAS EN BLISTER ALU - ALU POR 7 TABLETAS.,Activo,09/11/2015,,No,U,A10BD09,PIOGLITAZONA Y ALOGLIPTINA,ORAL,A,GRANULOS ALOGLIPTINA: ALOGLIPTINA BENZOATO EQUIVALENTE A ALOGLIPTINA,mg,25.0,TABLETA,TABLETA CUBIERTA CON PELICULA,TAKEDA PHARMACEUTICAL COMPANY LIMITED,FABRICANTE,IMPORTAR Y VENDER
170,20108901,FUNEX® - S TABLETA,NOVAMED S.A.,INVIMA 2017M-0017865,09/26/2017,10/11/2022,Vigente,20108901,23,2.0,PRESENTACIÓN MUESTRA MEDICA PROHIBIDA SU VENTA: CAJA POR 2  TABLETAS EN UN BLISTER PVC / PVDC TRANSPARENTE INCOLORO / FOIL DE ALUMINIO POR 2  TABLETAS RESPECTIVAMENTE.,Activo,09/25/2017,,Si,U,J02AC01,FLUCONAZOL,ORAL,A,FLUCONAZOL,mg,37.5,TABLETAS,TABLETA,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
171,20077138,DROSPERA,EXELTIS S.A.S.,INVIMA 2015M-0016402,10/16/2015,11/03/2020,Vigente,20077138,24,120.0,CAJA PLEGADIZA CON 120 TABLETAS EN 4 BLÍSTER DE PVC-PVDC/ALUMINIO. CON PORTA BLÍSTER.,Activo,03/18/2019,,No,U,G03AA12,DROSPIRENONA Y ESTROGENO,ORAL,A,ETINILESTRADIOL MICRONIZADO,mg,0.03,SIN DATO,TABLETA RECUBIERTA,EXELTIS S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
172,49611,E-Z CAT,E-Z EM. INC,INVIMA 2016 M-004495-R2,03/17/1996,06/15/2021,Vigente,49611,1,225.0,BOTELLA DE POLIETILENO DE ALTA DENSIDAD NATURAL CON TAPA ROSCA BLANCA EN PP Y SELLO DE ALUMINIO X 225 ML.,Activo,03/05/2007,,No,ml,V08BA01,BARIO SULFATO CON AGENTES SUSPENDIDOS,ORAL,B,SULFATO DE BARIO,g,4.9224,100 ML,SUSPENSION ORAL,E-Z-EM CANADA INC.,FABRICANTE,IMPORTAR Y VENDER
173,19940108,MIDAZOLAM 15 MG/3 ML SOLUCION INYECTABLE,LABORATORIO BIOSANO S.A.,INVIMA 2014M-0003120-R1,02/18/2004,10/09/2019,Vigente,19940108,5,50.0,CAJA X 50 AMPOLLAS DE VIDRIO BOROSILICATO TIPO I. ÁMBAR. ROTULADA. CONTENIENDO 3ML DE SOLUCIÓN INYECTABLE DENTRO DE UN BLISTERPACK DE PAPEL PVC Ó TERMOFORMADO. EMPACADO DENTRO DE UN ESTUCHE DE CARTULINA Ó CAJA DE CARTÓN ETIQUETADO Ó IMPRESO.,Activo,11/10/2006,,No,U,N05CD08,MIDAZOLAM,INTRAVENOSA,A,MIDAZOLAM CLORHIDRATO 16.68 MG EQUIVALENTE A MIDAZOLAM,mg,15.0,AMPOLLA DE 3 ML,SOLUCION INYECTABLE,SICMAFARMA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
174,20072959,OXIGENO MEDICINAL,OXIGENOS DEL LLANO S.A.S.,INVIMA 2014M-0015050,06/03/2014,06/18/2019,Vigente,20072959,21,1.0,PRESENTACIÓN COMERCIAL: CILINDROS EN ALEACIÓN DE ACERO POR 10.5 METROS CUBICOS (M3).,Activo,11/23/2015,,No,U,V03AN01,OXIGENO,INHALACION,F,OXIGENO,% (V/V),93.0,CILINDRO,GAS,OXIGENOS DEL LLANO S.A.S.,FABRICANTE,FABRICAR Y VENDER
175,20151832,ANTISS® M 10MG/5MG.,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2019M-0018870,03/18/2019,04/04/2024,Vigente,20151832,1,10.0,2L1002771002100 CAJA POR 10 TABLETAS RECUBIERTAS EN BLISTER LAMINADO ALU/ALU POR 5 TABLETAS RECUBIERTAS.,Activo,03/07/2019,,No,U,R03DC53,MONTELUKAST. COMBINACIONES,ORAL,A,MONTELUKAST MONOSODICO EQUIVALENTE A MONTELUKAST BASE,mg,10.0,TABLETA MASTICABLE,TABLETA MASTICABLE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
176,20079334,NESINA PIO 25/45,TAKEDA S.A.S,INVIMA 2015M-0016313,09/24/2015,10/15/2020,Vigente,20079334,12,56.0,CAJA POR 56 TABLETAS EN BLISTER ALUMINIO / ALUMINIO POR 7 USO INSTITUCIONAL,Activo,09/15/2015,,No,U,A10BD09,PIOGLITAZONA Y ALOGLIPTINA,ORAL,A,GRANULOS ALOGLIPTINA: ALOGLIPTINA BENZOATO EQUIVALENTE A ALOGLIPTINA,mg,25.0,TABLETA RECUBIERTA,TABLETA CUBIERTA CON PELICULA,TAKEDA PHARMACEUTICAL COMPANY LIMITED,FABRICANTE,IMPORTAR Y VENDER
177,20075735,DOLIVIUM® FORTE,COOPERATIVA NACIONAL DE DROGUISTAS DETALLISTAS - COOPIDROGAS,INVIMA 2015M-0016343,10/05/2015,10/30/2020,Vigente,20075735,2,10.0,CAJA POR 10 CAPSULAS BLANDAS EN BLISTER DE PVC/PVDC/ALUMINIO POR 10 CAPSULAS BLANDAS CADA UNO.,Activo,01/15/2015,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,CAFEÍNA,mg,60.0,CAPSULA,CAPSULA BLANDA,HIGH NUTRITION COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
178,20089833,ASTIGMIN 9.5 MG/24H,HUMAX PHARMACEUTICAL S.A.,INVIMA 2015M-0016461,10/23/2015,11/10/2020,Vigente,20089833,4,10.0,CAJA CON 10 SACHETS TERMOSELLADOS DE PAPEL / POLIETILENTEREFTALATO (PET) / ALUMINIO / POLIACRILONITRILO (PAN) CONTENIENDO 10 PARCHES TRANSDERMICOS.,Activo,07/01/2015,,No,U,N06DA03,RIVASTIGMINA,TRANSDERMAL,A,RIVASTIGMINA CON UNA LIBERACION NOMINAL DE 9.5MG/24 HORAS,mg,18.0,PARCHE TRANSDERMICO,SISTEMAS DE LIBERACION,SK CHEMICALS CO LTD. LIFE SCIENCE BUSINESS,FABRICANTE,IMPORTAR Y VENDER
179,20012019,GALMIFIX - N CREMA,LETIF LTDA,INVIMA 2010M-0010485,02/25/2010,03/10/2020,Vigente,20012019,1,30.0,TUBO COLAPSIBLE DE ALUMINIO POR 30G EN CAJA DE CARTON PROPALCOTE,Activo,11/24/2009,,No,g,D07CB04,DEXAMETASONA Y ANTIBIOTICOS,TOPICA (EXTERNA),D,NEOMICINA SULFATO EQ. A NEOMICINA BASE,g,0.5,CADA 100G DE CREMA,CREMA TOPICA,BIOQUIMICO PHARMA S.A.,FABRICANTE,FABRICAR Y VENDER
180,20080145,DONABELLA® 2 MG /0.035 MG,EXELTIS S.A.S.,INVIMA 2016M-0016740,01/15/2016,02/11/2021,Vigente,20080145,15,84.0,USO INSTITUCIONAL: CAJA POR 4 BLÍSTER DE PVC/PVDC/AL. CADA BLÍSTER CONTIENE 21 COMPRIMIDOS RECUBIERTOS. CADA BLISTER CON PORTABLISTER.,Activo,03/09/2017,,No,U,G03HB01,CIPROTERONE Y ESTROGENO,ORAL,A,CIPROTERONA ACETATO MICRONIZADA EQUIVALENTE A CIPROTERONA,mg,2.0,COMPRIMIDOS RECUBIERTOS,TABLETA CUBIERTA CON PELICULA,EXELTIS S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
181,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,11,6.0,MUESTRA MÉDICA: CAJA X 16 CÁPSULAS CON 4 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 4 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,06/28/2018,,Si,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,FENILEFRINA CLORHIDRATO,mg,10.0,CÁPSULA DURA,CAPSULA DURA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
182,20068498,PROQUAD ®,MERCK SHARP & DOHME CORP.,INVIMA 2015M-0015957,06/23/2015,07/10/2020,Vigente,20068498,2,1.0,CAJA PLEGADIZA QUE CONTIENE 1 VIAL VIDRIO TIPO I CON POLVO LIOFILIZADO (VACUNA) + 1 JERINGA PRELLENADA CON EL DILUENTE AGUA ESTERIL PARA INYECCION E INSERTO VERSION 06-2013 + 2 AGUJAS.,Activo,10/28/2014,,No,U,J07BD54,SARAMPION. COMBINACIONES CON LA PAROTIDITIS. LA VARICELA Y LA RUBEOLA. VIVOS ATENUADOS,SUBCUTANEA,A,VIRUS VIVOS ATENUADOS DE SARAMPION DERIVADOS DE LA CEPA EDMONSTON B,log10 TCID50,3.0,DOSIS 0.5ML,POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE,MERCK SHARP & DOHME COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
183,20105963,CARVEDILOL 25 MG,LABORATORIOS MK S.A.S.,INVIMA 2017M-0017723,06/02/2017,06/27/2022,Vigente,20105963,41,90.0,INSTITUCIONAL: CAJA PLEGADIZA POR 90 TABLETAS EN BLÍSTER ALU/ALU POR 30 TABLETAS CADA UNO.,Activo,05/31/2017,,No,U,C07AG02,CARVEDILOL,ORAL,A,CARVEDILOL,mg,25.0,TABLETA,TABLETA,TECNOQUIMICAS S.A. PLANTA JAMUNDI,FABRICANTE,FABRICAR Y VENDER
184,20063446,DECITAPRAM® 20 MG TABLETAS RECUBIERTAS,BRAINPHARMA S.A.S,INVIMA 2014M-0015544,12/15/2014,01/29/2020,Vigente,20063446,2,12.0,CAJA PLEGADIZA X 12 TABLETAS. EN BLÍSTER ALUMINIO - ALUMINIO POR 12 TABLETAS (DENOMINACIÓN COMERCIAL),Activo,12/16/2013,,No,U,N06AB10,ESCITALOPRAM,ORAL,A,INTRAGRANULAR: ESCITALOPRAM OXALATO 25.548 MG EQUIVALENTES A ESCITALOPRAM,mg,20.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,JUBILANT GENERICS LIMITED,FABRICANTE,IMPORTAR Y VENDER
185,20068049,JANUMET XR 50/1000MG TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,MERCK SHARP & DOHME CORP.,INVIMA 2014M-0015484,11/28/2014,12/31/2019,Vigente,20068049,22,30.0,MUESTRA MÉDICA: FRASCO DE HDPE POR 30 TABLETAS RECUBIERTAS DE LIBERACIÓN PROLONGADA (EL FRASCO INCLUYE UN SOBRE CON SILICA GEL),Activo,03/31/2016,,Si,U,A10BD07,METFORMINA Y SITAGLIPTINA,ORAL,A,FOSFATO DE SITAGLIPTINA EQUIVALENTE A SITAGLIPTINA BASE,mg,50.0,TABLETA RECUBIERTA DE LIBERACION PROLONGADA,TABLETA DE LIBERACION PROLONGADA,MERCK SHARP & DOHME COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
186,34016,CONCOR® 5 MG TABLETAS CUBIERTAS CON PELÍCULA,MERCK S.A.,INVIMA 2018M-010765-R3,01/01/1999,08/08/2023,Vigente,34016,3,50.0,CAJA X 50  TABLETAS CUBIERTAS CON PELÍCULA ENVASADAS EN FRASCO BLANCO PEAD,Activo,03/11/2009,,No,U,C07AB07,BISOPROLOL,ORAL,A,BISOPROLOL FUMARATO,mg,5.0,TABLETA,TABLETA CUBIERTA CON PELICULA,MERCK S.A.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
187,20109159,TACHYBEN® 25 MG SOLUCIÓN INYECTABLE,EVER NEURO PHARMA GMBH,INVIMA 2018M-0018681,12/27/2018,01/23/2024,Vigente,20109159,1,5.0,1U1008381000100. CAJA POR 5 AMPOLLAS EN VIDRIO TIPO I.,Activo,06/26/2018,,No,U,C02CA06,URAPIDIL,INTRAVENOSA,C,URAPIDIL,mg,5.0,ML DE SOLUCIÓN INYECTABLE,SOLUCION INYECTABLE,LABORATORIOS LEGRAND S.A.,IMPORTADOR,IMPORTAR Y VENDER
188,20099547,WEYZOL,LABORATORIOS WEIDER LTDA,INVIMA 2015M-0016707,12/15/2015,01/05/2021,Vigente,20099547,3,6.0,CAJA POR 6 ÓVULOS EN BLISTER PVC-PVDC TRANSPARENTE/ALU X 2 ÓVULOS,Activo,12/12/2015,,No,U,G01AF20,COMBINACIONES DE IMIDAZOL DERIVADOS,VAGINAL,A,METRONIDAZOL,mg,500.0,ÓVULO,CAPSULA VAGINAL,HIGH NUTRITION COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
189,20127893,ATOVAROL CBG,PROCAPS S.A.,INVIMA 2018M-0018073,03/22/2018,04/10/2023,Vigente,20127893,14,40.0,CAJA POR 40 CAPSULAS EN EMPAQUE INDIVIDUAL TIPO BLÍSTER PVC/PVDC TRANSPARENTE/ALUMINIO POR 10 CAPSULAS,Activo,05/08/2018,,No,U,C10AA05,ATORVASTATIN,ORAL,A,ATORVASTATINA CALCICA CRISTALINA TRIHIDRATO 86.76 MG EQUIVALENTE A ATORVASTATINA,mg,80.0,CAPSULA BLANDA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
190,20107890,AQUALYTE ® 60 MEQ + ZINC SABOR FRESA. MANZANA Y UVA,BIO ESTERIL S.A.S,INVIMA 2016M-0017517,12/21/2016,01/06/2022,Vigente,20107890,2,1.0,FRASCO PEBD COLOR NATURAL POR 500 ML SABOR A UVA.,Activo,12/19/2016,,No,U,A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,ORAL,B,CITRATO DE SODIO DIHIDRATO,mg,289.2,SIN DATO,SOLUCION ORAL,BIO ESTERIL S.A.S,FABRICANTE,FABRICAR Y VENDER
191,19996124,Z - FULL DEFENSE TABLETA CUBIERTA,TECNOQUIMICAS S.A.,INVIMA 2010M-0010783,05/07/2010,05/26/2020,Vigente,19996124,4,50.0,CAJA CON UN FRASCO PEAD POR 50 TABLETAS,Activo,11/06/2008,,No,U,A11AA02,MULTIVITAMINAS Y CALCIO,ORAL,A,VITAMINA E ACETATO EQUIVALENTE A VITAMINA E,UI,30.0,TABLETA CUBIERTA,TABLETA,TECNOQUIMICAS S.A. PLANTA JAMUNDI,FABRICANTE,FABRICAR Y VENDER
192,20089355,ROSUVASTATINA TABLETAS RECUBIERTAS POR 40 MG,LABORATORIOS ECAR S.A.,INVIMA 2015M-0016426,10/19/2015,11/18/2020,Vigente,20089355,26,1.0,CAJA POR 30 BLISTER CON 10 TABLETAS RECUBIERTAS,Activo,06/03/2015,,No,U,C10AA07,ROSUVASTATINA,ORAL,A,ROSUVASTATINA CÁLCICA EQUIVALENTE A ROSUVASTATICA BASE 40.0 MG,mg,41.66,1 TABLETA RECUBIERTA,TABLETA,LABORATORIOS ECAR S.A.,FABRICANTE,FABRICAR Y VENDER
193,20082896,DOLOFF®5-325 TABLETAS,LABORATORIOS LEGRAND S.A.,INVIMA 2015M-0016050,07/13/2015,08/05/2020,Vigente,20082896,18,30.0,USO INSTITUCIONAL: CAJA POR 30 TABLETAS EN BLISTER DE PVC/PVDC - ALUMINIO POR 10 TABLETAS CADA UNO.,Activo,06/28/2016,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,HIDROCODONA BITARTRATO,mg,5.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIOS LEGRAND S.A.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
194,38172,LADY MEXSANA® TALCO MEDICINAL,BAYER S.A.,INVIMA 2016M-011678-R3,03/25/2000,09/27/2021,Vigente,38172,7,4.0,MUESTRA MEDICA SOBRE POR 4 GRAMOS,Inactivo,03/05/2007,07/13/2010,Si,g,D08AD98,ACIDO BORICO COMBINACIONES,TOPICA (EXTERNA),D,TRICLOSAN (IRGASAN DP 300),g,0.1,100 G DE POLVO,POLVO MEDICADO PARA USO TOPICO,EUROFARMA COLOMBIA S.A.S,FABRICANTE,FABRICAR Y VENDER
195,19905554,METFORMINA CLORHIDRATO 850 MG. TABLETAS RECUBIERTAS,WINTHROP PHARMACEUTICALS DE COLOMBIA S.A.,INVIMA 2009 M-13957- R1,11/30/1999,08/14/2019,Vigente,19905554,13,900.0,CAJA X 900 TABLETAS EN BLISTER PVC/ALUMINIO X 15 TABLETAS CADA UNO,Activo,06/02/2010,,No,U,A10BA02,METFORMINA,ORAL,A,METFORMINA CD GRÁNULOS AL 95% (POVIDONA K30. POVIDONA K90. ALMIDON PREGELATINIZADO. CROSPOVIDONA. ESTEARATO DE MAGNESIO). EQUIVALENTE A METFORMINA CLORHIDRATO,mg.,850.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,WINTHROP PHARMACEUTICALS DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
196,20078743,NORAVER® DIA,TECNOQUIMICAS S.A.,INVIMA 2015M-0016065,07/17/2015,08/05/2020,Vigente,20078743,21,40.0,PLEGADIZA X 40 SOBRES LAMINADOS (BOPP +ALUMINIO + RESINA DE SELLE) X 15 G CADA UNO,Activo,05/08/2015,,No,U,R01BA53,FENILEFRINA COMBINACIONES,ORAL,A,ACETAMINOFEN COMPACTADO DEL 95% EQUIVALENTE A ACETAMINOFEN,mg,500.0,SOBRE,POLVO PARA RECONSTITUIR A SOLUCION ORAL,TECNOQUIMICAS S.A.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
197,34644,ISODINE BUCOFARINGEO,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2010 M-002443 R3,03/15/2000,02/18/2020,Vigente,34644,7,120.0,FRASCO DE POLIETILENO X 120ML,Inactivo,11/10/2006,12/21/2009,No,ml,R02AA15,YODOPOVIDONA,BUCAL,B,YODOPOVIDONA 8G EQUIVALENTE A YODO DISPONIBLE 0.8G,g,0.8,100 ML DE SOLUCIÓN,SOLUCION BUCOFARINGUEA,PHARMETIQUE S.A,FABRICANTE,FABRICAR Y VENDER
198,20066145,FLUENZ®,LABORATORIOS MK S.A.S.,INVIMA 2014M-0015415,11/13/2014,12/12/2019,Vigente,20066145,2,4.0,CAJA POR 4 CAPSULAS DURAS EN FOIL DE 4 CAPSULAS,Activo,05/13/2014,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,IBUPROFENO GRANULADO EQUIVALENTE A IBUPROFENO,mg,200.0,SIN DATO,CAPSULA DURA,TECNOQUIMICAS S.A. PLANTA JAMUNDI,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
199,20014929,CEBACTAM,PROCAPS S.A.,INVIMA 2010M-0010934,06/11/2010,06/24/2020,Vigente,20014929,9,25.0,CAJA POR 25 FRASCOS VIALES EN VIDRIO TIPO I TRANSPARENTE DE 20ML Y AGRAFE DE FLIP OFF NARANJA CON ADAPTADOR MULTIDOSIS. NUMERO D,Inactivo,11/25/2010,,No,U,J01DD62,CEFOPERAZONA COMBINACIONES,INTRAMUSCULAR,A,SULBACTAM,g,0.5,VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,PHARMAYECT S.A.,FABRICANTE,FABRICAR Y VENDER
200,20009373,CEFAFLEX 500 MG TABLETAS,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2009M-0010035,09/16/2009,09/30/2019,Vigente,20009373,1,10.0,CAJA DE CARTON POR 10 TABLETAS EN BLISTER DE PVC TRANSPARENTE/ALUMINIO.,Activo,08/19/2009,,No,U,J01DB01,CEFALEXINA,ORAL,A,CEFALEXINA MONOHIDRATO. EQUIVALENTE A CEFALEXINA ANHIDRA,mg,500.0,TABLETA,TABLETA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER
201,20068048,JANUMET XR 50/500 MG TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA.,MERCK SHARP & DOHME CORP.,INVIMA 2014M-0015439,11/21/2014,12/31/2019,Vigente,20068048,11,112.0,FRASCO DE HDPE POR 112 TABLETAS RECUBIERTAS DE LIBERACIÓN PROLONGADA (EL FRASCO INCLUYE UN SOBRE CON SILICA GEL).,Activo,10/29/2014,,No,U,A10BD07,METFORMINA Y SITAGLIPTINA,ORAL,A,CLORHIDRATO DE METFORMINA,mg,500.0,TABLETA RECUBIERTA DE LIBERACION PROLONGADA,TABLETA DE LIBERACION PROLONGADA,AIAC INTERNATIONAL PHARMA LLC. CON DOMICILIO EN ARECIBO PUERTO RICO,FABRICANTE,IMPORTAR Y VENDER
202,20104338,MELATONINA,LABORATORIOS MEDICK S.A.S.,INVIMA 2016M-0017171,07/14/2016,08/05/2021,Vigente,20104338,7,60.0,CAJA CON FRASCO PET COLOR AMBAR POR 60 ML,Activo,12/14/2016,,No,ml,N05CM17,MELATONINA,ORAL,A,MELATONINA,mg,3.0,TABLETAS,TABLETA,HIGH NUTRITION COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
203,19937379,CIPLANEVIMUNE® SUSPENSIÓN ORAL,CIPLA LTD.,INVIMA 2014M-0003023-R1,01/21/2004,01/29/2020,Vigente,19937379,2,100.0,FRASCO EN VIDRIO COLOR AMBAR POR 100 ML CON TAPA DE POLIPROPILENO Y LINER DE POLIETILENO,Inactivo,11/10/2006,12/15/2014,No,ml,J05AG01,NEVIRAPINA,ORAL,B,NEVIRAPINA HEMIHIDRATO EQUIVALENTES A NEVIRAPINA,mg,1000.0,100 ML DE SUSPENSIÓN ORAL,SUSPENSION ORAL,CIPLA LIMITED,FABRICANTE,IMPORTAR Y VENDER
204,19953610,ENZIMAR ENZIMATICO,LABORATORIOS ARMOFAR LIMITADA - ARMOFAR LTDA.,INVIMA 2016M-0004773-R1,09/14/2005,07/08/2021,Vigente,19953610,1,6.0,MUESTRA MEDICA: ESTUCHE X 6 TABLETAS RECUBIERTAS EN 1 BLISTER PVC TRANSPARENTE /ALUMINIO X 6 TABLETAS,Activo,11/10/2006,,Si,U,A09AA02,MULTIENZIMAS (LIPASA PROTEASA ETC.),ORAL,A,PANCREATINA 4NF,mg,150.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,QUIMICA PATRIC LTDA.,FABRICANTE,FABRICAR Y VENDER
205,20096371,BISOPROLOL TABLETAS RECUBIERTAS 5 MG,GENFAR S.A.,INVIMA 2015M-0016545,11/12/2015,12/07/2020,Vigente,20096371,1,5.0,CAJA POR 5 TABLETAS RECUBIERTAS EN UN BLISTER PVC/PVDC TRANSPARENTE POR 5 TABLETAS CADA BLISTER.,Activo,09/19/2015,,No,U,C07AB07,BISOPROLOL,ORAL,A,BISOPROLOL FUMARATO,mg,5.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,GENFAR S.A.,FABRICANTE,FABRICAR Y VENDER
206,20039158,CANDAM® H 10/16/12.5 MG TABLETAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2017M-0013417-R1,07/24/2012,11/03/2022,Vigente,20039158,1,2.0,CAJA POR 2 TABLETAS EN BLISTER DE ALU-ALU/ALUMINIO,Activo,11/08/2011,08/15/2017,No,U,C09DA06,CANDESARTAN Y DIURETICOS,ORAL,A,HIDROCLOROTIAZIDA,mg,12.5,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
207,40062,VA- MENGOC - BC®,INSTITUTO FINLAY,INVIMA 2019M-011972-R3,09/01/2000,03/26/2024,Vigente,40062,5,0.5,CAJA CON UN VIAL X 1 DOSIS ( 0.5 ML),Inactivo,01/25/2007,03/28/2019,No,ml,J07AH03,MENINGOCOCO ANTIGENOS BIVALENTES POLISACARIDOS PURIFICADOS,INTRAMUSCULAR,C,VESICULAS PURIFICADAS DE MEMBRANA EXTERNA DE MENINGOCOCO SEROGRUPO B,µg,50.0,DOSIS (0.5ML),SUSPENSION INYECTABLE,INSTITUTO FINLAY,FABRICANTE,IMPORTAR Y VENDER
208,49658,OXIGENO MEDICINAL O2,GASES INDUSTRIALES DE COLOMBIA S.A. CRYOGAS S.A.,INVIMA 2015 M-006368-R3,04/30/1994,02/02/2021,Vigente,49658,19,6.5,CILINDRO X 6.5 METROS CUBICOS,Activo,11/14/2008,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO GASEOSO MEDICINAL 99.5 % DE PUREZA. (CADA M3.DE OXIGENO GASEOSO COMPRIMIDO EN CILINDRO DE ALTA PRESIÓN EQUIVALE A 1000 L DE OXIGENO GASEOSO. CADA LITRO DE OXIGENO LIQUIDO ALMACENADO EN CONTENEDORES CRIOGÉNICOS. EQUIVALE A 861 LITROS DE OXIGENO GA,m3,6.5,CILINDRO DE 7 METROS CUBICOS,GAS,GASES INDUSTRIALES DE COLOMBIA S.A. CRYOGAS S.A.,FABRICANTE,FABRICAR Y VENDER
209,19969030,MIDAZOLAM 5MG/5ML SOLUCION INYECTABLE,LABORATORIO BIOSANO S.A.,INVIMA 2018M-0006602-R1,11/22/2006,07/16/2023,Vigente,19969030,5,50.0,PRESENTACIÓN HOSPITALARIA: CAJA PLEGADIZA X 50  AMPOLLAS DE VIDRIO ÁMBAR TIPO I X 5 ML. EN BLISTER DE PAPEL Y PVC,Inactivo,08/24/2007,06/20/2018,No,U,N05CD08,MIDAZOLAM,INTRAMUSCULAR,A,MIDAZOLAM CLORHIDRATO 5.56 MG EQUIVALENTE A MIDAZOLAM,mg,5.0,CADA AMPOLLA POR 5 ML.,SOLUCION INYECTABLE,SICMAFARMA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
210,20098323,P-NATAL®,HEALTHY AMERICA COLOMBIA S.A.S.,INVIMA 2016M-0016999,04/18/2016,05/05/2021,Vigente,20098323,2,60.0,CAJA X 60 CÁPSULAS. EN BLÍSTER PVC-PVDC TRANSPARENTE/ALUMINIO POR 10 CÁPSULAS CADA UNO.,Activo,02/17/2016,,No,U,A11AA01,MULTIVITAMINAS MAS HIERRO,ORAL,A,PIRIDOXINA CLORHIDRATO (VITAMINA B6),mg,4.0,CÁPSULA BLANDA CON CUBIERTA ENTÉRICA,CÁPSULA BLANDA DE GELATINA CON CUBIERTA ENTÉRICA,HEALTHY AMERICA COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
211,20090411,CONGESTEX GRANULADO (SOBRES),NOVAMED S.A.,INVIMA 2016M-0017135,06/27/2016,07/13/2021,Vigente,20090411,2,4.0,CAJA POR 4 SOBRES O SACHETS (TRILAMINA POLIESTER/ALUM/COEX),Activo,06/05/2015,,No,U,R05XX99,PREPARACIONES DE OTRAS COMBINACIONES PARA EL RESFRIADO COMÚN,ORAL,A,DESLORATADINA,mg,2.5,SOBRE,GRANULOS,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
